userid,register_time,country
23214,2017-02-23,PH
23218,2017-03-26,VN
23221,2017-05-11,TH
23231,2017-02-06,PH
23239,2017-01-23,TW
23246,2017-04-10,PH
23253,2017-03-07,VN
23259,2017-04-14,MY
23269,2017-02-13,SG
23278,2017-01-31,VN
23284,2017-03-31,TH
23288,2017-02-01,TH
23294,2017-02-18,SG
23300,2017-02-28,SG
23302,2017-04-05,ID
23303,2017-03-10,SG
23304,2017-05-27,VN
23306,2017-01-19,MY
23308,2017-05-17,TW
23314,2017-03-27,VN
23322,2017-05-01,PH
23326,2017-03-18,SG
23334,2017-03-26,ID
23340,2017-01-02,SG
23342,2017-05-01,MY
23350,2017-01-12,TH
23355,2017-03-14,SG
23363,2017-03-17,TW
23370,2017-02-07,MY
23375,2017-02-28,VN
23376,2017-05-23,PH
23377,2017-02-28,TW
23385,2017-04-22,ID
23393,2017-05-22,ID
23402,2017-05-18,ID
23411,2017-01-16,PH
23417,2017-03-20,PH
23419,2017-04-27,TH
23424,2017-03-23,VN
23431,2017-01-17,SG
23435,2017-04-25,ID
23442,2017-02-02,TW
23444,2017-05-05,MY
23452,2017-05-30,PH
23461,2017-05-31,PH
23466,2017-02-19,TW
23472,2017-05-14,SG
23474,2017-03-30,SG
23478,2017-03-05,VN
23485,2017-02-15,TH
23495,2017-01-10,TH
23504,2017-01-13,MY
23505,2017-01-14,PH
23512,2017-03-26,TW
23522,2017-05-15,TH
23529,2017-03-06,MY
23530,2017-03-27,MY
23537,2017-03-15,MY
23540,2017-02-26,PH
23549,2017-03-10,ID
23551,2017-04-08,ID
23556,2017-03-17,VN
23557,2017-03-27,MY
23563,2017-01-16,TW
23566,2017-05-12,TH
23575,2017-03-26,TW
23577,2017-04-13,ID
23585,2017-03-10,TH
23594,2017-05-08,TW
23598,2017-05-12,MY
23604,2017-03-25,VN
23605,2017-02-10,TH
23614,2017-01-04,PH
23623,2017-02-01,ID
23632,2017-01-29,PH
23639,2017-01-15,PH
23645,2017-05-13,ID
23655,2017-03-15,PH
23659,2017-04-29,SG
23663,2017-05-23,VN
23672,2017-03-26,PH
23678,2017-03-07,SG
23682,2017-02-13,VN
23688,2017-01-26,SG
23696,2017-01-28,VN
23700,2017-03-05,ID
23709,2017-03-12,VN
23715,2017-02-14,VN
23723,2017-05-24,ID
23725,2017-02-07,TH
23726,2017-01-31,TW
23731,2017-02-02,TW
23740,2017-01-31,ID
23743,2017-05-27,SG
23748,2017-01-16,ID
23750,2017-02-20,VN
23755,2017-04-27,TH
23758,2017-04-21,SG
23763,2017-01-07,PH
23765,2017-05-12,TH
23775,2017-03-29,TW
23776,2017-01-22,SG
23784,2017-03-29,MY
23788,2017-03-14,TH
23797,2017-03-23,TW
23802,2017-01-27,MY
23809,2017-05-07,VN
23812,2017-02-01,VN
23816,2017-03-23,TH
23820,2017-02-24,ID
23827,2017-03-16,MY
23836,2017-02-15,TH
23839,2017-01-02,PH
23842,2017-03-13,TW
23846,2017-03-07,PH
23848,2017-03-30,TH
23857,2017-02-01,MY
23867,2017-06-01,SG
23871,2017-01-08,VN
23880,2017-02-26,SG
23882,2017-01-01,TH
23889,2017-02-18,TW
23891,2017-04-05,TW
23899,2017-04-06,PH
23909,2017-05-14,VN
23919,2017-02-21,PH
23928,2017-01-28,SG
23932,2017-04-03,TH
23938,2017-01-24,TH
23945,2017-02-23,PH
23954,2017-02-01,SG
23962,2017-03-28,MY
23971,2017-03-29,TH
23975,2017-01-09,SG
23976,2017-03-03,MY
23979,2017-01-09,PH
23985,2017-06-01,SG
23987,2017-05-22,PH
23996,2017-01-25,TW
24005,2017-02-19,PH
24011,2017-04-13,SG
24016,2017-01-23,TH
24021,2017-03-26,PH
24023,2017-05-04,TH
24030,2017-05-27,MY
24032,2017-03-07,TW
24036,2017-05-16,TW
24041,2017-02-02,TH
24046,2017-05-13,ID
24053,2017-02-24,PH
24059,2017-02-26,PH
24061,2017-03-17,VN
24063,2017-04-29,MY
24072,2017-05-23,TH
24078,2017-04-07,TW
24086,2017-05-25,VN
24094,2017-05-19,VN
24102,2017-05-28,VN
24103,2017-01-13,TW
24104,2017-05-23,TW
24113,2017-03-26,TW
24119,2017-03-16,MY
24124,2017-02-08,TW
24129,2017-02-18,ID
24134,2017-01-02,PH
24142,2017-02-07,SG
24144,2017-02-27,TW
24148,2017-03-23,ID
24151,2017-03-06,ID
24159,2017-03-19,TH
24164,2017-04-16,ID
24165,2017-05-20,TW
24168,2017-04-23,PH
24169,2017-04-06,SG
24178,2017-04-11,VN
24186,2017-02-09,MY
24188,2017-02-27,ID
24194,2017-02-23,MY
24196,2017-04-14,MY
24205,2017-03-10,SG
24209,2017-02-01,PH
24217,2017-01-25,TH
24225,2017-01-26,MY
24235,2017-02-16,VN
24243,2017-01-22,ID
24251,2017-02-12,ID
24257,2017-02-26,TW
24260,2017-04-02,TW
24266,2017-05-25,PH
24271,2017-02-13,SG
24277,2017-03-07,VN
24278,2017-03-05,PH
24286,2017-01-07,TH
24291,2017-04-14,MY
24301,2017-01-30,MY
24305,2017-02-13,PH
24307,2017-05-17,MY
24309,2017-02-20,ID
24315,2017-01-30,VN
24320,2017-01-09,ID
24325,2017-04-06,TH
24329,2017-05-28,ID
24338,2017-03-27,SG
24347,2017-02-23,SG
24349,2017-04-26,PH
24353,2017-01-14,VN
24357,2017-01-03,VN
24360,2017-01-21,VN
24361,2017-01-12,ID
24363,2017-02-28,MY
24364,2017-03-28,ID
24368,2017-01-15,ID
24370,2017-01-01,SG
24378,2017-03-05,ID
24387,2017-01-09,PH
24388,2017-02-07,SG
24389,2017-01-20,SG
24395,2017-03-11,MY
24399,2017-03-26,ID
24407,2017-02-08,TW
24411,2017-03-08,MY
24413,2017-03-15,VN
24419,2017-01-19,SG
24420,2017-05-04,VN
24426,2017-01-02,TH
24429,2017-02-01,PH
24431,2017-01-04,TH
24437,2017-05-16,MY
24447,2017-02-11,SG
24448,2017-05-27,ID
24457,2017-04-07,SG
24464,2017-01-15,TW
24472,2017-05-08,SG
24474,2017-05-09,PH
24479,2017-03-22,MY
24482,2017-02-10,SG
24490,2017-03-11,VN
24491,2017-05-23,PH
24499,2017-01-13,SG
24500,2017-05-28,ID
24505,2017-01-19,PH
24514,2017-02-10,TH
24521,2017-01-07,PH
24522,2017-02-22,PH
24528,2017-02-10,VN
24537,2017-02-26,TH
24540,2017-02-04,TW
24548,2017-01-20,SG
24557,2017-04-11,ID
24566,2017-01-07,TH
24569,2017-05-24,TH
24576,2017-05-29,ID
24584,2017-03-19,TW
24593,2017-02-20,ID
24595,2017-01-24,TH
24603,2017-05-13,PH
24608,2017-02-07,ID
24617,2017-03-27,VN
24622,2017-04-30,TW
24626,2017-02-25,ID
24631,2017-03-08,PH
24637,2017-02-21,SG
24638,2017-02-17,VN
24642,2017-03-14,SG
24648,2017-03-18,VN
24655,2017-03-13,TH
24657,2017-04-10,ID
24663,2017-05-02,ID
24665,2017-03-02,MY
24674,2017-03-14,TH
24684,2017-05-08,TW
24690,2017-01-19,TW
24696,2017-04-30,TW
24703,2017-05-02,MY
24707,2017-01-11,MY
24717,2017-02-26,TH
24723,2017-04-23,SG
24726,2017-04-19,VN
24728,2017-01-25,SG
24729,2017-05-05,TW
24735,2017-03-28,MY
24741,2017-04-11,MY
24745,2017-04-06,SG
24750,2017-04-27,PH
24760,2017-02-14,VN
24768,2017-02-09,MY
24776,2017-01-24,MY
24785,2017-01-01,TW
24788,2017-03-03,TH
24792,2017-04-21,VN
24802,2017-03-29,SG
24803,2017-04-14,MY
24811,2017-05-15,VN
24814,2017-02-27,TH
24816,2017-05-24,TW
24818,2017-03-05,VN
24822,2017-02-23,TW
24827,2017-05-18,SG
24834,2017-05-13,TW
24844,2017-02-18,MY
24846,2017-05-17,VN
24847,2017-05-14,ID
24854,2017-03-18,SG
24863,2017-03-09,PH
24868,2017-05-20,TW
24870,2017-03-06,PH
24873,2017-05-10,VN
24882,2017-05-25,MY
24891,2017-02-25,VN
24892,2017-05-30,TW
24898,2017-02-26,TW
24901,2017-02-25,TH
24902,2017-04-23,TW
24909,2017-04-22,TH
24918,2017-03-12,PH
24926,2017-02-26,TH
24936,2017-02-14,TW
24939,2017-05-22,MY
24943,2017-03-14,VN
24950,2017-03-22,ID
24959,2017-04-29,TH
24969,2017-01-26,ID
24972,2017-04-21,TH
24980,2017-03-16,SG
24990,2017-05-12,VN
24993,2017-02-26,MY
25002,2017-03-11,MY
25005,2017-04-06,MY
25009,2017-04-22,TW
25010,2017-05-06,TW
25015,2017-05-23,PH
25018,2017-03-21,TH
25019,2017-04-06,SG
25020,2017-04-30,TH
25021,2017-04-12,TW
25031,2017-02-13,ID
25037,2017-01-14,TW
25045,2017-05-12,VN
25048,2017-05-25,TH
25053,2017-03-25,MY
25062,2017-05-04,TH
25064,2017-03-12,SG
25073,2017-01-23,TW
25074,2017-04-18,VN
25075,2017-03-15,TW
25084,2017-01-06,TH
25092,2017-05-12,TW
25102,2017-02-10,VN
25103,2017-04-04,PH
25106,2017-01-11,VN
25116,2017-03-13,SG
25120,2017-04-06,TW
25130,2017-05-09,TH
25133,2017-01-01,SG
25140,2017-03-18,PH
25147,2017-03-24,TH
25156,2017-01-04,MY
25165,2017-01-29,PH
25166,2017-02-02,SG
25173,2017-02-21,ID
25174,2017-01-06,TH
25181,2017-04-02,SG
25189,2017-01-22,PH
25197,2017-03-13,TH
25207,2017-01-21,MY
25217,2017-03-28,ID
25222,2017-05-09,ID
25225,2017-05-19,TH
25227,2017-03-09,MY
25230,2017-03-21,TH
25239,2017-01-15,TH
25246,2017-05-06,VN
25250,2017-03-01,ID
25255,2017-01-19,VN
25263,2017-04-11,SG
25267,2017-04-21,TW
25275,2017-04-26,MY
25278,2017-01-04,TH
25286,2017-02-24,PH
25292,2017-02-07,PH
25294,2017-05-30,MY
25295,2017-03-18,SG
25298,2017-02-22,TW
25304,2017-03-27,TH
25314,2017-05-29,ID
25316,2017-01-16,PH
25323,2017-02-12,ID
25333,2017-05-20,PH
25335,2017-02-27,ID
25345,2017-01-28,TH
25349,2017-03-30,MY
25356,2017-02-23,MY
25358,2017-03-12,TW
25367,2017-04-14,TW
25375,2017-05-12,TH
25385,2017-03-19,ID
25388,2017-01-24,VN
25394,2017-04-27,PH
25404,2017-03-20,MY
25410,2017-03-31,MY
25417,2017-03-04,ID
25426,2017-05-24,ID
25432,2017-05-15,PH
25436,2017-03-15,SG
25437,2017-01-02,MY
25441,2017-03-03,TW
25447,2017-03-27,VN
25449,2017-04-22,TH
25450,2017-03-18,TW
25455,2017-05-12,MY
25456,2017-03-03,MY
25463,2017-02-20,PH
25466,2017-01-07,PH
25467,2017-01-12,PH
25472,2017-05-20,MY
25478,2017-03-22,VN
25487,2017-04-20,TW
25494,2017-03-21,VN
25495,2017-05-06,VN
25499,2017-01-15,ID
25500,2017-01-28,TH
25505,2017-02-18,VN
25515,2017-05-02,TH
25523,2017-04-16,TW
25528,2017-03-27,VN
25529,2017-03-03,ID
25536,2017-01-01,VN
25538,2017-02-08,TW
25545,2017-03-12,TH
25548,2017-03-21,VN
25551,2017-04-18,PH
25554,2017-01-18,SG
25558,2017-05-31,SG
25564,2017-05-23,VN
25574,2017-05-12,TW
25582,2017-04-29,ID
25586,2017-01-08,TH
25588,2017-03-17,TW
25595,2017-04-23,TH
25602,2017-03-02,MY
25610,2017-01-30,SG
25614,2017-05-05,MY
25619,2017-04-14,SG
25624,2017-02-09,TH
25625,2017-04-27,VN
25627,2017-03-23,VN
25635,2017-01-10,SG
25638,2017-05-26,VN
25648,2017-04-03,TW
25651,2017-05-18,VN
25658,2017-02-09,TH
25660,2017-04-21,PH
25669,2017-04-03,ID
25676,2017-04-05,SG
25684,2017-01-19,PH
25694,2017-03-08,TH
25698,2017-02-25,PH
25701,2017-03-27,ID
25711,2017-06-01,SG
25718,2017-01-30,PH
25726,2017-05-22,TH
25727,2017-04-10,MY
25732,2017-02-21,TH
25738,2017-04-19,TH
25747,2017-04-11,TW
25752,2017-01-14,VN
25753,2017-03-21,ID
25759,2017-02-16,PH
25763,2017-05-22,TH
25764,2017-04-09,VN
25771,2017-04-08,PH
25773,2017-04-20,PH
25776,2017-03-17,TH
25783,2017-03-30,ID
25784,2017-01-02,MY
25792,2017-01-12,TW
25795,2017-04-03,ID
25804,2017-02-22,SG
25806,2017-02-10,PH
25816,2017-02-26,PH
25824,2017-01-20,MY
25831,2017-04-23,TH
25832,2017-04-30,ID
25841,2017-01-27,ID
25842,2017-05-26,TH
25852,2017-02-15,PH
25856,2017-01-24,ID
25858,2017-02-27,MY
25867,2017-01-16,TH
25876,2017-02-25,MY
25883,2017-05-11,PH
25885,2017-03-07,SG
25886,2017-01-02,VN
25889,2017-03-02,PH
25894,2017-01-25,VN
25902,2017-03-02,TW
25903,2017-03-14,VN
25905,2017-03-11,SG
25907,2017-04-08,PH
25913,2017-02-12,TW
25920,2017-01-07,VN
25924,2017-02-05,TW
25932,2017-05-23,VN
25940,2017-04-26,SG
25948,2017-01-01,SG
25952,2017-01-30,ID
25958,2017-01-21,ID
25966,2017-01-27,VN
25971,2017-02-02,PH
25979,2017-03-31,VN
25982,2017-06-01,TW
25990,2017-02-10,VN
25995,2017-01-04,TH
26003,2017-02-27,ID
26010,2017-04-05,TW
26014,2017-04-02,SG
26021,2017-03-24,TH
26022,2017-01-23,PH
26027,2017-03-19,SG
26029,2017-02-25,SG
26032,2017-01-16,TW
26035,2017-05-30,MY
26042,2017-05-22,PH
26043,2017-02-18,PH
26045,2017-03-27,ID
26055,2017-05-14,PH
26064,2017-01-17,SG
26072,2017-01-08,PH
26078,2017-04-25,PH
26088,2017-04-16,TH
26093,2017-04-19,VN
26099,2017-03-13,SG
26108,2017-03-05,TW
26111,2017-04-25,SG
26117,2017-05-10,VN
26119,2017-05-11,PH
26129,2017-04-04,VN
26137,2017-03-29,TW
26147,2017-02-26,ID
26152,2017-03-23,TW
26155,2017-05-12,TH
26160,2017-01-26,SG
26162,2017-02-03,VN
26164,2017-02-27,TH
26166,2017-05-30,TH
26175,2017-01-19,SG
26178,2017-03-24,ID
26185,2017-02-22,MY
26190,2017-03-18,SG
26197,2017-01-18,VN
26203,2017-04-16,TH
26212,2017-05-15,PH
26216,2017-03-02,SG
26226,2017-05-31,MY
26227,2017-02-16,TW
26232,2017-03-03,ID
26239,2017-04-20,ID
26246,2017-04-20,TH
26250,2017-02-01,MY
26257,2017-01-25,TW
26265,2017-04-17,SG
26268,2017-05-27,MY
26277,2017-03-04,ID
26282,2017-01-21,ID
26283,2017-01-11,SG
26292,2017-04-04,PH
26296,2017-04-09,SG
26304,2017-03-29,VN
26306,2017-03-18,ID
26309,2017-01-09,PH
26315,2017-01-19,VN
26316,2017-04-12,PH
26321,2017-03-21,SG
26331,2017-01-02,SG
26334,2017-03-21,VN
26340,2017-04-16,PH
26346,2017-05-13,SG
26349,2017-04-29,PH
26355,2017-01-12,PH
26365,2017-02-08,TW
26374,2017-05-04,TH
26377,2017-04-13,ID
26385,2017-05-04,PH
26391,2017-01-11,MY
26396,2017-03-03,PH
26404,2017-04-03,VN
26413,2017-05-01,PH
26421,2017-01-22,SG
26424,2017-01-23,TW
26433,2017-01-31,SG
26442,2017-01-06,TH
26452,2017-01-19,VN
26456,2017-05-07,PH
26465,2017-01-27,VN
26474,2017-01-04,SG
26479,2017-03-17,MY
26486,2017-01-09,PH
26496,2017-05-24,TW
26505,2017-01-07,TW
26508,2017-04-25,VN
26511,2017-04-05,PH
26521,2017-03-25,VN
26527,2017-03-19,PH
26536,2017-01-26,SG
26537,2017-02-07,MY
26538,2017-05-21,ID
26547,2017-01-20,MY
26555,2017-04-20,SG
26559,2017-04-13,PH
26564,2017-04-16,VN
26574,2017-04-11,PH
26575,2017-05-05,VN
26576,2017-04-24,VN
26579,2017-01-21,SG
26587,2017-04-05,TH
26588,2017-05-12,VN
26590,2017-05-17,MY
26598,2017-03-06,ID
26604,2017-02-10,TW
26606,2017-03-25,VN
26615,2017-05-21,TW
26620,2017-03-25,VN
26622,2017-05-06,PH
26630,2017-03-02,TW
26632,2017-02-16,ID
26636,2017-04-03,MY
26643,2017-05-18,ID
26645,2017-01-09,SG
26649,2017-05-23,TH
26654,2017-03-26,SG
26661,2017-01-02,VN
26666,2017-05-06,VN
26673,2017-03-05,MY
26680,2017-04-13,PH
26687,2017-03-20,SG
26688,2017-03-03,MY
26690,2017-04-03,TH
26691,2017-02-06,VN
26701,2017-03-01,MY
26710,2017-02-18,MY
26716,2017-04-16,TW
26718,2017-01-16,VN
26725,2017-01-19,VN
26726,2017-05-03,PH
26727,2017-02-06,VN
26730,2017-02-05,PH
26737,2017-01-03,PH
26744,2017-04-11,TW
26753,2017-04-16,PH
26760,2017-03-14,TW
26763,2017-04-21,ID
26769,2017-02-10,SG
26772,2017-03-08,TW
26773,2017-02-12,ID
26781,2017-03-14,ID
26791,2017-01-07,ID
26801,2017-01-25,TW
26802,2017-03-21,PH
26806,2017-03-30,VN
26814,2017-03-25,ID
26823,2017-02-19,PH
26830,2017-05-17,SG
26838,2017-03-02,VN
26843,2017-05-26,PH
26848,2017-04-09,TH
26853,2017-02-14,ID
26858,2017-04-15,MY
26865,2017-02-01,ID
26874,2017-03-29,PH
26883,2017-03-11,ID
26888,2017-01-10,ID
26897,2017-05-27,ID
26905,2017-05-15,MY
26908,2017-03-09,PH
26913,2017-05-02,SG
26919,2017-01-25,PH
26927,2017-01-10,VN
26935,2017-02-18,ID
26944,2017-04-24,TH
26945,2017-02-08,SG
26947,2017-01-28,ID
26956,2017-04-29,TW
26958,2017-04-11,SG
26967,2017-03-02,ID
26971,2017-04-02,VN
26975,2017-04-08,PH
26978,2017-01-12,PH
26986,2017-04-02,TW
26995,2017-02-07,TW
27005,2017-03-04,ID
27007,2017-04-15,TW
27013,2017-02-24,ID
27018,2017-03-15,MY
27020,2017-05-13,TH
27023,2017-03-10,PH
27028,2017-05-18,ID
27037,2017-01-18,TH
27040,2017-04-12,PH
27043,2017-02-06,VN
27050,2017-04-28,SG
27051,2017-05-07,MY
27055,2017-02-28,ID
27065,2017-05-14,PH
27069,2017-01-18,TH
27078,2017-01-18,SG
27082,2017-05-12,PH
27084,2017-05-28,ID
27094,2017-01-10,PH
27098,2017-01-22,ID
27101,2017-05-06,TH
27107,2017-05-20,SG
27113,2017-01-25,TH
27116,2017-01-24,VN
27121,2017-03-21,MY
27123,2017-03-11,SG
27127,2017-01-28,ID
27131,2017-02-09,TH
27141,2017-05-22,PH
27149,2017-04-30,TW
27157,2017-04-08,TH
27158,2017-01-23,ID
27163,2017-01-25,PH
27166,2017-05-05,TW
27170,2017-03-05,ID
27171,2017-05-29,TH
27181,2017-01-11,SG
27184,2017-02-20,ID
27193,2017-05-10,VN
27198,2017-01-09,ID
27199,2017-01-21,ID
27209,2017-03-01,TW
27216,2017-02-05,MY
27222,2017-05-23,TW
27225,2017-04-08,ID
27226,2017-01-23,TH
27227,2017-05-30,MY
27235,2017-01-09,PH
27241,2017-03-29,PH
27242,2017-02-26,MY
27251,2017-01-15,TW
27257,2017-01-20,ID
27264,2017-02-05,TH
27273,2017-01-17,PH
27277,2017-04-14,SG
27279,2017-03-26,VN
27286,2017-03-02,PH
27290,2017-04-08,ID
27298,2017-01-13,VN
27306,2017-05-24,TH
27316,2017-05-31,SG
27318,2017-02-23,ID
27328,2017-04-01,SG
27334,2017-04-03,TH
27336,2017-02-13,VN
27338,2017-02-18,MY
27340,2017-02-10,ID
27344,2017-03-18,SG
27351,2017-02-17,MY
27359,2017-05-08,PH
27367,2017-03-23,ID
27377,2017-04-18,VN
27387,2017-03-15,ID
27395,2017-03-03,SG
27404,2017-05-14,ID
27411,2017-02-12,MY
27421,2017-02-13,PH
27429,2017-04-09,SG
27435,2017-03-05,TW
27442,2017-02-25,MY
27445,2017-02-01,PH
27447,2017-01-23,TH
27454,2017-03-13,SG
27462,2017-01-02,ID
27471,2017-01-28,PH
27476,2017-01-29,VN
27480,2017-05-11,ID
27487,2017-03-17,MY
27492,2017-05-02,SG
27497,2017-01-28,PH
27507,2017-04-06,SG
27511,2017-04-18,TW
27516,2017-03-27,ID
27526,2017-03-23,TW
27535,2017-05-19,SG
27544,2017-04-02,TW
27548,2017-03-08,MY
27555,2017-04-03,ID
27560,2017-03-16,TW
27563,2017-02-12,VN
27571,2017-03-16,VN
27576,2017-02-20,ID
27580,2017-05-10,VN
27586,2017-01-14,SG
27595,2017-03-18,PH
27602,2017-03-23,MY
27604,2017-05-27,TW
27605,2017-06-01,VN
27611,2017-03-18,PH
27612,2017-02-01,SG
27619,2017-02-20,TH
27628,2017-04-01,PH
27632,2017-05-21,ID
27639,2017-03-25,SG
27642,2017-01-06,TW
27650,2017-03-06,MY
27658,2017-04-21,ID
27659,2017-04-08,TH
27663,2017-05-21,ID
27664,2017-05-14,ID
27670,2017-02-12,TH
27676,2017-02-20,VN
27683,2017-05-04,VN
27693,2017-05-26,MY
27697,2017-03-30,TW
27702,2017-05-29,TH
27712,2017-05-11,MY
27718,2017-01-11,PH
27725,2017-04-09,PH
27731,2017-05-19,PH
27739,2017-01-25,VN
27747,2017-04-21,TW
27757,2017-01-25,SG
27764,2017-02-08,MY
27773,2017-03-23,SG
27783,2017-05-10,TH
27786,2017-05-24,MY
27794,2017-03-28,PH
27802,2017-04-25,PH
27811,2017-03-24,TH
27817,2017-03-04,TH
27826,2017-03-31,MY
27827,2017-04-12,ID
27835,2017-04-14,VN
27836,2017-03-13,TH
27838,2017-02-24,MY
27844,2017-02-11,VN
27851,2017-03-18,VN
27856,2017-02-23,PH
27858,2017-06-01,ID
27860,2017-02-23,MY
27861,2017-02-07,TW
27871,2017-05-22,SG
27875,2017-03-11,SG
27882,2017-01-19,PH
27883,2017-05-21,TH
27884,2017-05-03,TW
27887,2017-03-16,MY
27892,2017-01-22,MY
27901,2017-05-04,VN
27906,2017-01-12,ID
27909,2017-03-22,VN
27912,2017-05-30,SG
27917,2017-04-05,MY
27926,2017-02-07,TH
27931,2017-05-18,ID
27933,2017-03-07,MY
27940,2017-01-12,ID
27941,2017-03-25,MY
27948,2017-02-03,PH
27954,2017-02-01,VN
27964,2017-02-18,SG
27970,2017-03-02,MY
27979,2017-02-26,SG
27989,2017-01-28,PH
27998,2017-01-13,TW
27999,2017-05-29,MY
28003,2017-04-30,TH
28011,2017-05-25,PH
28015,2017-04-13,MY
28021,2017-01-20,SG
28030,2017-04-16,MY
28035,2017-01-25,VN
28044,2017-02-04,SG
28045,2017-01-24,TH
28048,2017-01-06,PH
28051,2017-01-21,VN
28057,2017-04-06,TH
28067,2017-05-18,TW
28074,2017-01-30,PH
28083,2017-02-12,VN
28085,2017-02-16,ID
28088,2017-01-27,PH
28091,2017-04-01,VN
28096,2017-05-15,VN
28106,2017-02-04,PH
28107,2017-01-16,PH
28111,2017-01-06,MY
28120,2017-02-23,ID
28121,2017-05-19,TH
28130,2017-01-02,TW
28140,2017-02-17,TW
28149,2017-01-04,ID
28154,2017-04-02,TW
28158,2017-04-18,VN
28159,2017-04-06,VN
28165,2017-01-11,PH
28172,2017-03-24,TW
28181,2017-03-27,MY
28191,2017-05-07,ID
28196,2017-02-24,VN
28205,2017-03-07,ID
28211,2017-01-25,PH
28218,2017-04-04,PH
28220,2017-04-20,SG
28228,2017-01-28,ID
28237,2017-01-31,TH
28247,2017-03-26,SG
28248,2017-03-15,ID
28258,2017-03-13,TW
28267,2017-04-12,VN
28268,2017-02-20,ID
28274,2017-01-17,SG
28276,2017-03-17,SG
28282,2017-02-26,TW
28286,2017-02-08,ID
28290,2017-02-15,TW
28294,2017-03-27,TH
28302,2017-01-05,VN
28304,2017-01-22,VN
28308,2017-01-25,TW
28318,2017-05-31,TW
28320,2017-02-02,TH
28322,2017-02-11,TH
28325,2017-04-03,SG
28331,2017-03-10,MY
28336,2017-01-15,VN
28346,2017-03-01,PH
28351,2017-05-29,TH
28357,2017-03-10,TW
28365,2017-05-07,SG
28373,2017-01-03,SG
28382,2017-05-06,TH
28392,2017-05-04,TW
28401,2017-03-10,PH
28408,2017-04-29,VN
28411,2017-05-07,PH
28415,2017-03-25,SG
28424,2017-05-13,PH
28434,2017-04-13,PH
28442,2017-04-28,SG
28448,2017-02-21,MY
28453,2017-05-29,TW
28456,2017-01-02,PH
28463,2017-03-01,TW
28465,2017-01-16,TH
28468,2017-02-22,MY
28478,2017-01-29,TW
28484,2017-04-07,VN
28489,2017-01-22,TH
28492,2017-05-12,VN
28496,2017-01-16,PH
28498,2017-04-22,PH
28508,2017-02-23,PH
28516,2017-01-29,VN
28521,2017-04-28,VN
28529,2017-05-02,TW
28530,2017-02-09,MY
28534,2017-01-16,TW
28540,2017-03-09,SG
28547,2017-04-28,SG
28554,2017-03-10,PH
28555,2017-01-03,PH
28561,2017-02-27,ID
28564,2017-01-18,SG
28567,2017-03-05,PH
28577,2017-04-20,PH
28584,2017-02-07,ID
28591,2017-03-27,ID
28597,2017-04-23,SG
28600,2017-03-11,TH
28604,2017-05-14,ID
28606,2017-02-20,PH
28613,2017-01-21,SG
28615,2017-03-08,TH
28617,2017-02-23,MY
28625,2017-01-18,MY
28628,2017-02-26,MY
28636,2017-01-20,VN
28646,2017-05-07,ID
28652,2017-01-21,PH
28656,2017-03-20,PH
28666,2017-05-03,TH
28673,2017-03-19,PH
28677,2017-02-27,MY
28686,2017-01-19,MY
28691,2017-02-27,SG
28700,2017-02-01,PH
28704,2017-01-26,TW
28709,2017-01-20,VN
28717,2017-05-28,VN
28722,2017-04-20,VN
28726,2017-04-07,PH
28734,2017-04-22,TH
28744,2017-04-25,TW
28748,2017-01-22,MY
28757,2017-03-15,TW
28760,2017-03-06,TW
28770,2017-01-25,TW
28772,2017-05-28,TW
28775,2017-01-08,PH
28776,2017-04-17,VN
28782,2017-04-10,SG
28787,2017-05-10,ID
28795,2017-01-29,SG
28799,2017-03-13,ID
28800,2017-05-24,MY
28801,2017-05-22,MY
28803,2017-01-27,VN
28813,2017-01-25,PH
28823,2017-03-29,ID
28830,2017-04-27,TH
28839,2017-05-17,PH
28848,2017-03-14,TH
28857,2017-01-14,SG
28866,2017-02-13,SG
28873,2017-02-23,ID
28874,2017-03-02,MY
28875,2017-03-09,ID
28881,2017-01-21,PH
28887,2017-04-10,VN
28893,2017-05-19,MY
28900,2017-03-18,TH
28904,2017-06-01,SG
28913,2017-01-02,SG
28918,2017-04-13,SG
28924,2017-03-13,TH
28934,2017-02-06,TH
28942,2017-02-19,VN
28951,2017-04-07,VN
28954,2017-04-09,SG
28961,2017-01-04,MY
28965,2017-01-09,SG
28972,2017-03-18,ID
28979,2017-03-27,SG
28984,2017-03-27,MY
28991,2017-02-25,VN
28992,2017-02-06,VN
29002,2017-01-03,SG
29009,2017-03-31,MY
29014,2017-05-31,SG
29015,2017-01-11,VN
29020,2017-02-02,TW
29021,2017-04-11,VN
29025,2017-02-14,PH
29034,2017-02-09,ID
29043,2017-02-24,VN
29052,2017-03-27,MY
29062,2017-02-02,TW
29070,2017-05-22,PH
29073,2017-05-17,PH
29079,2017-03-29,SG
29087,2017-04-16,SG
29097,2017-01-02,ID
29100,2017-01-24,ID
29108,2017-02-14,TW
29114,2017-05-20,PH
29116,2017-05-22,TH
29122,2017-03-11,TH
29127,2017-03-31,SG
29136,2017-02-24,SG
29137,2017-05-25,PH
29141,2017-01-21,ID
29147,2017-02-24,VN
29149,2017-01-05,VN
29153,2017-01-25,MY
29157,2017-02-09,TH
29162,2017-01-11,TH
29164,2017-04-15,TH
29167,2017-03-05,SG
29175,2017-01-21,MY
29181,2017-05-19,TH
29189,2017-05-27,TW
29196,2017-05-08,MY
29204,2017-05-27,TH
29211,2017-04-11,VN
29214,2017-04-03,TH
